id,gt_APD
0,0.0
1,10.732049942016602
2,9.76517391204834
3,10.942764282226562
4,11.79258918762207
5,9.189598083496094
6,10.828763961791992
7,10.297351837158203
8,10.891042709350586
9,11.296662330627441
10,11.926923751831055
11,11.496191024780273
12,11.229344367980957
13,0.0
14,12.152438163757324
15,11.68503475189209
16,0.0
17,9.930241584777832
18,10.159342765808105
19,11.392361640930176
20,8.953728675842285
21,10.373832702636719
22,0.0
23,8.961587905883789
24,12.279566764831543
25,0.0
26,11.278036117553711
27,7.878086090087891
28,13.659038543701172
29,16.653467178344727
30,0.0
31,9.281543731689453
32,13.062496185302734
33,9.373934745788574
34,10.74792766571045
35,0.0
36,8.804832458496094
37,12.075936317443848
38,7.981585502624512
39,10.612119674682617
40,10.159981727600098
41,7.045135974884033
42,12.919513702392578
43,10.865019798278809
44,9.763162612915039
45,14.268218040466309
46,10.241873741149902
47,0.0
48,19.941078186035156
49,14.53359603881836
50,0.0
51,11.360455513000488
52,9.970541954040527
53,11.153873443603516
54,9.92839241027832
55,0.0
56,9.054301261901855
57,9.661406517028809
58,10.563987731933594
59,0.0
60,6.543734073638916
61,0.0
62,0.0
63,0.0
64,9.097023963928223
65,7.8318915367126465
66,10.778586387634277
67,8.806350708007812
68,0.0
69,10.591527938842773
70,13.361994743347168
71,10.813990592956543
72,0.0
73,13.836142539978027
74,0.0
75,10.360487937927246
76,0.0
77,11.84031867980957
78,12.18317985534668
79,5.722421169281006
80,15.184428215026855
81,10.526386260986328
82,10.130691528320312
83,10.07094955444336
84,10.456856727600098
85,0.0
86,15.41612434387207
87,0.0
88,12.827166557312012
89,0.0
90,11.880900382995605
91,12.33226203918457
92,9.62186050415039
93,12.359378814697266
94,10.735870361328125
95,9.68040943145752
96,8.419513702392578
97,0.0
98,0.0
99,8.897610664367676
100,9.061939239501953
101,11.71862506866455
102,5.987406253814697
103,12.55514144897461
104,13.964680671691895
105,9.973076820373535
106,7.293760776519775
107,11.077597618103027
108,9.940851211547852
109,10.873373985290527
110,0.0
111,10.34543514251709
112,9.729342460632324
113,16.653467178344727
114,9.845693588256836
115,0.0
116,13.256583213806152
117,7.820576190948486
118,11.378497123718262
119,10.061029434204102
120,10.050362586975098
121,13.164569854736328
122,10.999606132507324
123,10.63282585144043
124,10.52059555053711
125,10.88107681274414
126,4.01830530166626
127,0.0
128,15.37376594543457
129,0.0
130,10.708837509155273
131,0.0
132,11.00631046295166
133,0.0
134,0.0
135,11.750520706176758
136,0.0
137,10.961830139160156
138,18.12874412536621
139,9.73897933959961
140,0.0
141,9.789155006408691
142,11.069438934326172
143,11.157438278198242
144,13.697559356689453
145,8.574861526489258
146,0.0
147,10.44752311706543
148,9.841357231140137
149,0.0
150,10.404335021972656
151,10.476632118225098
152,0.0
153,8.12147331237793
154,10.321815490722656
155,9.672131538391113
156,10.847893714904785
157,0.0
158,13.772759437561035
159,11.751550674438477
160,16.653467178344727
161,10.38416576385498
162,11.904799461364746
163,12.196449279785156
164,0.0
165,10.040210723876953
166,11.261381149291992
167,17.77869987487793
168,7.928675174713135
169,12.548095703125
170,7.47104024887085
171,12.18317985534668
172,0.0
173,9.400976181030273
174,8.330840110778809
175,7.304054260253906
176,14.757710456848145
177,0.0
178,0.0
179,0.0
180,10.861430168151855
181,9.951776504516602
182,10.605977058410645
183,12.292652130126953
184,10.344583511352539
185,9.097023963928223
186,11.788858413696289
187,8.756139755249023
188,14.468493461608887
189,15.227527618408203
190,9.878284454345703
191,0.0
192,0.0
193,7.939858436584473
194,0.0
195,13.250259399414062
196,10.394404411315918
197,11.394786834716797
198,8.574149131774902
199,9.114623069763184
200,12.505632400512695
201,11.374021530151367
202,11.369443893432617
203,10.566920280456543
204,5.715243339538574
205,10.136029243469238
206,10.959477424621582
207,0.0
208,9.33150863647461
209,9.830693244934082
210,0.0
211,10.64503288269043
212,10.270061492919922
213,0.0
214,0.0
215,10.782489776611328
216,0.0
217,10.237091064453125
218,11.523014068603516
219,10.229100227355957
220,12.383957862854004
221,12.594274520874023
222,10.698934555053711
223,11.140237808227539
224,0.0
225,12.081711769104004
226,10.979544639587402
227,9.974434852600098
228,12.363310813903809
229,12.030314445495605
230,11.047428131103516
231,12.185730934143066
232,9.645159721374512
233,0.0
234,18.030738830566406
235,10.930980682373047
236,16.21547508239746
237,12.50036334991455
238,0.0
239,8.963354110717773
240,8.532063484191895
241,8.114593505859375
242,7.48015022277832
243,11.271960258483887
244,8.13229751586914
245,10.965248107910156
246,15.524271011352539
247,10.05105209350586
248,14.00007152557373
249,8.86475658416748
250,8.732370376586914
251,10.06665325164795
252,9.769294738769531
253,6.930816173553467
254,11.327503204345703
255,10.357148170471191
256,10.379925727844238
257,10.354341506958008
258,10.357931137084961
259,12.164405822753906
260,10.344135284423828
261,11.439153671264648
262,1.7109639644622803
263,5.51130485534668
264,10.428468704223633
265,1.7109639644622803
266,10.166494369506836
267,9.130038261413574
268,10.595016479492188
269,8.698193550109863
270,10.116597175598145
271,10.500354766845703
272,12.586033821105957
273,13.070595741271973
274,0.0
275,11.073533058166504
276,11.048375129699707
277,10.533369064331055
278,9.378290176391602
279,13.070595741271973
280,11.865246772766113
281,10.126121520996094
282,9.916956901550293
283,10.0638427734375
284,12.744682312011719
285,10.308860778808594
286,8.844545364379883
287,9.208566665649414
288,0.0
289,7.854692459106445
290,12.263359069824219
291,11.861544609069824
292,4.202830791473389
293,11.778911590576172
294,11.235069274902344
295,10.409482955932617
296,10.267043113708496
297,0.0
298,10.236320495605469
299,10.236320495605469
300,0.0
301,10.017006874084473
302,0.0
303,11.698046684265137
304,11.298426628112793
305,10.35154914855957
306,9.919197082519531
307,14.881856918334961
308,6.367237567901611
309,5.6575422286987305
310,13.213287353515625
311,10.921971321105957
312,0.0
313,0.0
314,12.485581398010254
315,0.0
316,0.0
317,0.0
318,16.658042907714844
319,11.058042526245117
320,10.7880277633667
321,9.412188529968262
322,10.293169975280762
323,10.386247634887695
324,12.61447811126709
325,6.317480087280273
326,0.0
327,10.592437744140625
328,0.0
329,6.317480087280273
330,8.299368858337402
331,10.904546737670898
332,12.744682312011719
333,0.0
334,9.585241317749023
335,0.0
336,8.889044761657715
337,9.982398986816406
338,8.475762367248535
339,9.943737030029297
340,10.564689636230469
341,10.431008338928223
342,9.581469535827637
343,8.90817642211914
344,8.354312896728516
345,9.061277389526367
346,8.910758972167969
347,8.593095779418945
348,7.862367630004883
349,7.8743791580200195
350,7.900997161865234
351,11.986732482910156
352,16.417211532592773
353,6.179837226867676
354,6.175206184387207
355,0.0
356,12.116584777832031
357,15.882521629333496
358,11.420372009277344
359,0.0
360,15.293444633483887
361,11.392584800720215
362,0.0
363,0.0
364,15.384580612182617
365,12.488208770751953
366,15.311704635620117
367,20.06905746459961
368,0.0
369,0.0
370,11.072250366210938
371,14.518865585327148
372,0.0
373,10.786564826965332
374,14.89450740814209
375,7.773403167724609
376,0.0
377,11.82515811920166
378,12.915302276611328
379,10.469815254211426
380,11.737916946411133
381,8.73089599609375
382,8.75827407836914
383,8.816903114318848
384,8.561517715454102
385,8.453577995300293
386,8.688074111938477
387,8.840436935424805
388,11.551301002502441
389,0.0
390,14.86670970916748
391,10.562975883483887
392,15.977543830871582
393,7.162264347076416
394,13.954294204711914
395,11.06090259552002
396,12.332281112670898
397,0.0
398,13.101862907409668
399,12.328153610229492
400,14.590553283691406
401,20.476974487304688
402,0.0
403,0.0
404,7.747844696044922
405,9.625105857849121
406,8.624534606933594
407,9.058780670166016
408,12.143946647644043
409,0.0
410,0.0
411,11.737916946411133
412,10.54001522064209
413,10.945734024047852
414,12.5285062789917
415,0.0
416,0.0
417,11.682458877563477
418,14.154394149780273
419,0.0
420,0.0
421,19.260744094848633
422,11.596022605895996
423,0.0
424,13.45354175567627
425,17.468740463256836
426,7.773403167724609
427,8.952917098999023
428,7.754397392272949
429,8.151399612426758
430,8.349841117858887
431,0.0
432,0.0
433,15.58929443359375
434,6.680580139160156
435,0.0
436,16.813528060913086
437,20.194583892822266
438,0.0
439,14.925777435302734
440,0.0
441,0.0
442,8.446427345275879
443,0.0
444,7.519629955291748
445,8.607405662536621
446,0.0
447,0.0
448,0.0
449,14.978028297424316
450,0.0
451,6.680580139160156
452,0.0
453,0.0
454,0.0
455,0.0
456,7.519629955291748
457,14.415630340576172
458,0.0
459,9.229558944702148
460,15.29320240020752
